16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
16 0.00000000e+00
64 2.20963830e-02
64 2.20979970e-02
64 2.20943320e-02
64 2.20971830e-02
64 2.20951280e-02
64 2.20948100e-02
64 2.20956510e-02
64 2.20927080e-02
64 2.20948460e-02
64 2.20942520e-02
64 2.20958890e-02
64 2.20945090e-02
64 2.20959980e-02
64 2.20971350e-02
64 2.20955420e-02
64 2.20977240e-02
256 2.20371870e-02
256 2.20369390e-02
256 2.20379220e-02
256 2.20376120e-02
256 2.20374490e-02
256 2.20369580e-02
256 2.20367290e-02
256 2.20363130e-02
256 2.20370720e-02
256 2.20381060e-02
256 2.20379710e-02
256 2.20378590e-02
256 2.20373170e-02
256 2.20379660e-02
256 2.20376770e-02
256 2.20375550e-02
1024 2.43843400e-02
1024 2.43841480e-02
1024 2.43839650e-02
1024 2.43835630e-02
1024 2.43834680e-02
1024 2.43832830e-02
1024 2.43828580e-02
1024 2.43821490e-02
1024 2.43839030e-02
1024 2.43832240e-02
1024 2.43824250e-02
1024 2.43824260e-02
1024 2.43816140e-02
1024 2.43816940e-02
1024 2.43838210e-02
1024 2.43837440e-02
4096 3.98929740e-02
4096 3.98940580e-02
4096 3.98931710e-02
4096 3.98930570e-02
4096 3.98943850e-02
4096 3.98925970e-02
4096 3.98940240e-02
4096 3.98934370e-02
4096 3.98940630e-02
4096 3.98938640e-02
4096 3.98931870e-02
4096 3.98946300e-02
4096 3.98939530e-02
4096 3.98930790e-02
4096 3.98938720e-02
4096 3.98938820e-02
