N 10000 iterations 0 res 0.00000000e+00 bmag 1.00000000e+00 rel 0.00000000e+00
N 10000 iterations 696313282 res 9.98260579e-07 bmag 1.00000000e+00 rel 9.98260579e-07
N 10000 iterations 1621976378 res 5.86347497e-02 bmag 1.00000000e+00 rel 5.86347497e-02
N 20000 iterations 925636927 res 2.74508305e-02 bmag 1.00000000e+00 rel 2.74508305e-02
N 30000 iterations -54951383 res 1.28516058e-02 bmag 1.00000000e+00 rel 1.28516058e-02
N 40000 iterations 1194073448 res 6.01671312e-03 bmag 1.00000000e+00 rel 6.01671312e-03
N 10000 iterations -213265898 res 7.51120850e-02 bmag 1.00000000e+00 rel 7.51120850e-02
N 20000 iterations 1624371102 res 6.31615489e-02 bmag 1.00000000e+00 rel 6.31615489e-02
N 30000 iterations -809172652 res 5.70637717e-02 bmag 1.00000000e+00 rel 5.70637717e-02
N 40000 iterations 2010780342 res 5.30358012e-02 bmag 1.00000000e+00 rel 5.30358012e-02
N 50000 iterations -1856948948 res 4.99618065e-02 bmag 1.00000000e+00 rel 4.99618065e-02
N 60000 iterations -71562822 res 4.73756869e-02 bmag 1.00000000e+00 rel 4.73756869e-02
N 70000 iterations -370858956 res 4.50652966e-02 bmag 1.00000000e+00 rel 4.50652966e-02
N 80000 iterations 1167201662 res 4.29319449e-02 bmag 1.00000000e+00 rel 4.29319449e-02
N 90000 iterations -52506421 res 4.09286233e-02 bmag 1.00000000e+00 rel 4.09286233e-02
N 100000 iterations -2113837934 res 3.90318453e-02 bmag 1.00000000e+00 rel 3.90318453e-02
N 110000 iterations -1708956072 res 3.72288387e-02 bmag 1.00000000e+00 rel 3.72288387e-02
N 120000 iterations 1226250693 res 3.55117531e-02 bmag 1.00000000e+00 rel 3.55117531e-02
N 130000 iterations -625980964 res 3.38750458e-02 bmag 1.00000000e+00 rel 3.38750458e-02
N 140000 iterations 2051328822 res 3.23143036e-02 bmag 1.00000000e+00 rel 3.23143036e-02
N 150000 iterations 565456735 res 3.08257083e-02 bmag 1.00000000e+00 rel 3.08257083e-02
N 160000 iterations -1601799112 res 2.94057938e-02 bmag 1.00000000e+00 rel 2.94057938e-02
N 170000 iterations 27731717 res 2.80513322e-02 bmag 1.00000000e+00 rel 2.80513322e-02
N 180000 iterations 674837032 res 2.67592802e-02 bmag 1.00000000e+00 rel 2.67592802e-02
N 190000 iterations 2124865739 res 2.55267501e-02 bmag 1.00000000e+00 rel 2.55267501e-02
