10 2.58000000e-07 9.80000000e-08 7.90000000e-08
100 4.29000000e-07 2.21000000e-07 1.90000000e-07
1000 1.75500000e-06 2.48000000e-07 1.61000000e-07
10000 1.15990000e-05 2.87000000e-07 2.29000000e-07
100000 1.56154000e-04 5.56000000e-07 2.40000000e-07
1000000 2.04478400e-03 1.56200000e-06 4.25000000e-07
