10 2 3 
100 6 7 
1000 8 10 
10000 13 14 
100000 16 16 
1e+06 20 21 
1e+07 22 21 
1e+08 26 26 
1e+09 30 30 
1e+10 30 33 
1e+11 30 36 
1e+12 39 38 
1e+13 43 43 
1e+14 43 46 
1e+15 49 50 

